0;234;19.27603;0.03091473;557;2;5;2;0
1;64;19.00601;0.0483195;868;2;0;0;3.451944
2;7;-0.774;0.1908946;1192;0;0;26;4.903078
3;45;-0.9259999;0.03344196;1494;0;0;0;4.001036
4;139;8.702035;0.04020045;1699;1;0;0;2.150033
5;230;9.084044;0.02159988;2308;1;5;0;0
6;231;5.700039;0.02705238;2982;1;3;0;0
7;230;-0.9200011;0.1581292;3539;0;5;0;0
8;232;8.880045;0.02929962;4075;1;4;0;0
9;415;6.171987;0.03417992;4502;1;2;0;0
10;219;7.136031;0.0212606;5011;1;5;0;0
11;59;-1.216;0.06136289;5288;0;0;0;3.649995
12;108;-1.178;0.04830822;5655;0;0;0;2.574991
13;69;8.786005;0.04035331;5978;1;0;0;3.550009
14;344;9.240028;0.02008595;6680;1;5;0;0
15;233;14.10406;0.03523943;7139;2;4;0;0
16;220;8.732014;0.03599914;7760;1;3;0;0
17;226;0.1360321;0.0271832;8323;1;5;0;0
18;16;-1.044;0.05870953;8853;0;0;20;4.77616
19;309;8.180079;0.04454819;9224;1;5;0;0
20;238;6.872048;0.02459119;9713;1;4;0;0
21;241;3.063985;0.01975838;10020;1;5;0;0
22;224;8.316035;0.02261079;10929;1;5;0;0
23;96;9.078015;0.02123429;11341;1;0;0;2.974992
24;367;5.964021;0.04525173;12043;1;0;0;0.0001027472
25;229;9.096007;0.02230469;12536;1;4;0;0
26;136;-0.8819997;0.03893904;12961;0;0;0;1.976101
27;11;-0.9859999;0.1397991;13356;0;0;24;4.749999
28;43;8.890003;0.03231465;13725;1;0;0;4.049996
29;93;5.663999;0.03139988;13930;1;0;0;2.849992
30;84;8.884008;0.08140474;14298;1;0;0;3.049993
31;238;6.479985;0.04435371;14790;1;1;0;0
32;221;6.882;0.04792358;15073;1;0;0;0.4883023
33;222;3.752038;0.04369842;15771;1;3;0;0
34;40;-0.906;0.02113082;16266;0;0;4;4.076064
35;235;9.064019;0.01967802;16635;1;5;0;0
36;227;8.916027;0.03278289;16893;1;2;0;0
37;241;7.848013;0.03008035;17581;1;4;0;0
38;235;-0.5320011;0.09325498;18303;0;5;0;0
39;227;2.124014;0.0285104;18841;1;5;0;0
40;309;18.44208;0.04098442;19194;2;0;0;2.13116
41;455;0.6239892;0.02114613;19945;1;5;0;0
42;233;6.891988;0.02362587;20460;1;3;0;0
43;243;9.032015;0.0190547;20949;1;5;0;0
44;190;18.50204;0.02021797;21180;2;0;0;0.8301556
45;157;8.834037;0.02206732;21812;1;0;0;1.374989
46;331;7.300023;0.03082571;22230;1;5;0;0
47;337;13.88402;0.02585766;22816;2;5;0;0
48;242;9.044034;0.2437633;23217;1;4;0;0
49;220;-0.6760005;0.1148759;23775;0;5;0;0
50;231;9.124056;0.02201936;24252;2;5;0;0
51;112;8.614027;0.03413013;24609;1;0;0;2.49999
52;253;8.992041;0.02280637;24927;1;5;0;0
53;68;8.986016;0.0226683;25692;1;0;0;3.352029
54;7;-1.008;0.006268593;26506;0;0;22;4.828068
55;401;-7.127935;0.01898684;27355;1;5;0;0
56;141;8.694035;0.02016072;27940;1;0;0;1.952904
57;245;17.83604;0.02824935;28245;2;4;0;0
58;138;5.484006;0.01891248;28817;1;0;0;2.202936
59;485;-0.2879384;0.02939452;29416;1;5;0;0
60;256;3.208053;0.01719345;29728;1;5;0;0
61;243;19.05203;0.022269;29994;2;5;0;0
62;36;-2.881999;0.02569038;30356;0;0;0;4.201787
63;7;-0.774;0.006319557;30702;0;0;22;4.87565
64;73;8.732018;0.01636108;31068;1;0;0;3.352048
65;6;-0.77;0.02639407;31127;0;0;24;4.852007
66;280;-7.178009;0.02089581;31619;1;0;0;0.498855
67;226;7.524004;0.1307566;32110;1;1;0;0
68;237;19.06006;0.02400532;32554;2;5;0;0
69;243;8.648067;0.0161932;32879;1;2;0;0
70;76;4.773997;0.01682869;33244;1;0;0;3.177944
71;408;14.27402;0.02387141;33876;2;0;0;1.167448
72;218;19.13604;0.02370382;34321;2;5;0;0
73;6;-0.77;0.01069203;34581;0;0;26;4.875992
74;67;8.990004;0.02141663;35354;1;0;0;3.527812
75;198;8.436047;0.01973829;35856;1;0;0;0.4753514
76;198;5.652027;0.03249701;36409;1;0;0;2.024989
77;13;-0.798;0.02780425;37163;0;0;16;4.676886
78;119;8.140005;0.02036142;37490;1;0;0;2.27499
79;225;9.104047;0.02919524;37999;1;5;0;0
80;28;-0.858;0.03432219;38448;0;0;6;4.402866
81;451;7.862006;0.02003053;38930;1;0;0;0.2828931
82;112;-1.428;0.02579698;39144;0;0;0;2.815345
83;6;-0.77;0.009675222;39470;0;0;24;4.877847
84;62;1.449998;0.02487557;39841;1;0;0;3.678089
85;6;-0.612;0.009290964;40233;0;0;24;4.876987
86;14;-0.802;0.03327656;40557;0;0;18;4.676828
87;74;9.166012;0.02026653;41023;1;0;0;3.402995
88;152;8.620038;0.01752237;41331;1;0;0;4.274997
89;4;-0.762;0.1706599;41631;0;0;28;4.9
90;50;-3.93;0.02708279;42071;0;0;0;3.800876
91;84;4.741989;0.03205616;42768;1;0;0;2.977044
92;6;-0.77;0.02537365;42813;0;0;20;4.875998
93;209;2.853991;0.02112232;43314;1;0;0;0.928069
94;231;8.092062;0.02915479;43677;1;4;0;0
95;216;8.944044;0.05423383;44198;1;4;0;0
96;311;5.999993;0.02591764;44842;1;2;0;0
97;147;2.693997;0.02112677;45019;1;0;0;1.960432
98;243;12.07205;0.02210251;45289;2;5;0;0
99;259;18.18807;0.02705021;45898;2;4;0;0
100;231;5.095989;0.02302379;46168;1;5;0;0
101;10;-0.786;0.01031831;46280;0;0;22;4.749999
102;7;-1.166;0.01432943;46609;0;0;18;4.824999
103;228;6.307998;0.02366703;46852;1;5;0;0
104;127;7.062006;0.01902121;47058;1;0;0;2.015858
105;8;-0.778;0.02819037;47165;0;0;24;4.799999
106;181;18.74204;0.0274189;47634;2;0;0;0.9999896
107;60;9.026013;0.0236895;47872;1;0;0;3.526948
108;185;18.53801;0.01989644;48448;2;0;4;2.999992
109;23;-0.838;0.02382347;48775;0;0;8;4.524998
110;88;8.906013;0.03123327;49213;1;0;0;3.025975
111;231;9.336041;0.02372865;50009;2;1;0;0
112;41;9.094006;0.03696991;50218;1;0;0;4.124997
113;30;-0.866;0.01197565;50655;0;0;0;4.30306
114;24;-0.842;0.03013178;51366;0;0;0;4.403132
115;216;6.959978;0.02101877;51773;1;4;0;0
116;31;-0.9080001;0.03053264;52185;0;0;12;4.327025
117;19;-0.822;0.01775792;52687;0;0;10;4.601022
118;32;9.334006;0.02439269;52979;1;0;0;4.252192
119;100;8.624004;0.02268129;53761;1;0;0;2.57695
120;21;9.174003;0.02099011;54114;1;0;18;4.52695
121;80;-1.096;0.1109222;54403;0;0;0;3.050009
122;43;-1.152;0.02207656;54928;0;0;0;3.924996
